epoch,f1-score,false_negatives,false_positives,iou_score,loss,lr,precision,recall,true_negatives,true_positives,val_f1-score,val_false_negatives,val_false_positives,val_iou_score,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.15765537321567535,37797968.0,32080364.0,0.10196734219789505,0.8480152487754822,0.001,0.17716097831726074,0.31335827708244324,3532594176.0,10198682.0,0.3861578404903412,2546266.0,2977539.0,0.268767386674881,0.6302974820137024,0.3748408257961273,0.5872403979301453,393188832.0,2695575.0
1,0.3825984299182892,24222332.0,28433794.0,0.2655068039894104,0.6329717636108398,0.001,0.3734407126903534,0.5805205702781677,3536251136.0,23761208.0,0.43374109268188477,1862885.0,3024371.0,0.3144010305404663,0.5799738764762878,0.418137788772583,0.630761981010437,393141696.0,3378956.0
2,0.4134137034416199,21726330.0,26320034.0,0.29391756653785706,0.6003851890563965,0.001,0.40156635642051697,0.607611894607544,3538699776.0,25928432.0,0.4552130401134491,1798078.0,2707056.0,0.33462613821029663,0.5551069974899292,0.4330894947052002,0.6568182110786438,393459328.0,3443763.0
3,0.43212634325027466,20467076.0,25255762.0,0.3115657567977905,0.5806881785392761,0.001,0.41815435886383057,0.624687910079956,3539380992.0,27569890.0,0.4652825593948364,1664837.0,2753450.0,0.3443441092967987,0.5414491295814514,0.43618088960647583,0.6756747961044312,393412768.0,3577004.0
4,0.443787544965744,19316144.0,24657916.0,0.3226454555988312,0.5679584741592407,0.001,0.428212434053421,0.6354844570159912,3540079872.0,28619930.0,0.4741806089878082,1575329.0,2717373.0,0.35367047786712646,0.5326346158981323,0.4444361925125122,0.6837165951728821,393448608.0,3666512.0
5,0.4527948796749115,18870870.0,23733312.0,0.33136826753616333,0.5582757592201233,0.001,0.43644508719444275,0.6432873010635376,3540982016.0,29086968.0,0.4917047321796417,1717783.0,2033527.0,0.37175115942955017,0.5245274305343628,0.48488306999206543,0.6613073945045471,394132512.0,3524058.0
6,0.4609031677246094,18103768.0,23418668.0,0.33951860666275024,0.5500957369804382,0.001,0.4435982406139374,0.6503554582595825,3541321728.0,29829640.0,0.4997689723968506,1612030.0,2128181.0,0.38081416487693787,0.5187847018241882,0.4945269823074341,0.6673368811607361,394038048.0,3629811.0
7,0.4680098593235016,17610172.0,22701610.0,0.34611451625823975,0.5424516797065735,0.001,0.4500913918018341,0.6561337113380432,3542011392.0,30351028.0,0.505531907081604,1568057.0,2091895.0,0.3868163526058197,0.5124807953834534,0.498807817697525,0.6743003129959106,394074240.0,3673784.0
